order_number,order_id,ship_date,ship_mode,address_id
8306,CA-2017-127712,2017-09-05,Standard Class,ADD-00609
8305,CA-2017-144064,2017-09-01,First Class,ADD-00357
8304,CA-2017-144064,2017-09-01,First Class,ADD-00357
8303,CA-2017-101014,2017-09-04,Standard Class,ADD-00520
8302,CA-2017-144064,2017-09-01,First Class,ADD-00357
8301,CA-2017-104024,2017-09-03,Second Class,ADD-00081
8300,CA-2017-146920,2017-09-01,Standard Class,ADD-00348
8299,CA-2017-146920,2017-09-01,Standard Class,ADD-00348
8298,US-2017-169502,2017-09-01,Standard Class,ADD-00293
8297,US-2017-169502,2017-09-01,Standard Class,ADD-00293
8296,CA-2017-126067,2017-09-03,Standard Class,ADD-00622
8295,CA-2017-126067,2017-09-03,Standard Class,ADD-00622
8294,CA-2017-126067,2017-09-03,Standard Class,ADD-00622
8293,CA-2017-126067,2017-09-03,Standard Class,ADD-00622
8292,CA-2017-155047,2017-08-30,First Class,ADD-00412
8291,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8290,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8289,US-2017-139465,2017-08-30,First Class,ADD-00055
8288,US-2017-139465,2017-08-30,First Class,ADD-00055
8287,US-2017-139465,2017-08-30,First Class,ADD-00055
8286,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8285,CA-2017-133501,2017-09-01,Standard Class,ADD-00193
8284,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8283,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8282,US-2017-162208,2017-08-30,First Class,ADD-00179
8281,CA-2017-163097,2017-08-31,Standard Class,ADD-00491
8280,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8279,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8278,US-2017-134481,2017-09-01,Standard Class,ADD-00008
8277,CA-2017-161956,2017-08-29,Second Class,ADD-00522
8276,CA-2017-101273,2017-08-30,Second Class,ADD-00183
8275,CA-2017-130036,2017-08-27,Same Day,ADD-00080
8274,CA-2017-130036,2017-08-27,Same Day,ADD-00080
8273,CA-2017-157350,2017-09-01,Standard Class,ADD-00347
8272,CA-2017-128475,2017-09-01,Standard Class,ADD-00145
8271,CA-2017-132584,2017-08-27,First Class,ADD-00270
8270,CA-2017-159793,2017-08-29,Standard Class,ADD-00082
8269,CA-2017-101210,2017-08-28,Second Class,ADD-00205
8268,CA-2017-114636,2017-08-29,Standard Class,ADD-00123
8267,US-2017-105697,2017-08-27,First Class,ADD-00230
8266,CA-2017-101210,2017-08-28,Second Class,ADD-00205
8265,CA-2017-139717,2017-08-26,Second Class,ADD-00222
8264,CA-2017-123043,2017-08-29,Standard Class,ADD-00055
8263,CA-2017-123043,2017-08-29,Standard Class,ADD-00055
8262,CA-2017-139717,2017-08-26,Second Class,ADD-00222
8261,CA-2017-129021,2017-08-26,Second Class,ADD-00151
8260,CA-2017-129021,2017-08-26,Second Class,ADD-00151
8259,CA-2017-129021,2017-08-26,Second Class,ADD-00151
8258,CA-2017-129021,2017-08-26,Second Class,ADD-00151
8257,CA-2017-129021,2017-08-26,Second Class,ADD-00151
8256,US-2017-132381,2017-08-24,First Class,ADD-00083
8255,CA-2017-131037,2017-08-23,First Class,ADD-00579
8254,CA-2017-126956,2017-08-28,Standard Class,ADD-00303
8253,CA-2017-117646,2017-08-25,Standard Class,ADD-00461
8252,US-2017-109253,2017-08-22,First Class,ADD-00589
8251,US-2017-102183,2017-08-28,Standard Class,ADD-00056
8250,CA-2017-117646,2017-08-25,Standard Class,ADD-00461
8249,CA-2017-144750,2017-08-21,Same Day,ADD-00492
8248,US-2017-109253,2017-08-22,First Class,ADD-00589
8247,US-2017-109253,2017-08-22,First Class,ADD-00589
8246,US-2017-109253,2017-08-22,First Class,ADD-00589
8245,US-2017-102183,2017-08-28,Standard Class,ADD-00056
8244,US-2017-109253,2017-08-22,First Class,ADD-00589
8243,US-2017-109253,2017-08-22,First Class,ADD-00589
8242,US-2017-109253,2017-08-22,First Class,ADD-00589
8241,CA-2017-112956,2017-08-27,Standard Class,ADD-00093
8240,CA-2017-112956,2017-08-27,Standard Class,ADD-00093
8239,CA-2017-112956,2017-08-27,Standard Class,ADD-00093
8238,CA-2017-155705,2017-08-23,Second Class,ADD-00208
8237,CA-2017-117646,2017-08-25,Standard Class,ADD-00461
8236,CA-2017-126956,2017-08-28,Standard Class,ADD-00303
8235,CA-2017-121489,2017-08-25,Second Class,ADD-00623
8234,CA-2017-121489,2017-08-25,Second Class,ADD-00623
8233,CA-2017-126956,2017-08-28,Standard Class,ADD-00303
8232,CA-2017-121489,2017-08-25,Second Class,ADD-00623
8231,US-2017-111241,2017-08-22,Second Class,ADD-00574
8230,CA-2017-119011,2017-08-25,Standard Class,ADD-00578
8229,CA-2017-105326,2017-08-27,Standard Class,ADD-00518
8228,CA-2017-137344,2017-08-20,Same Day,ADD-00008
8227,CA-2017-119011,2017-08-25,Standard Class,ADD-00578
8226,CA-2017-119011,2017-08-25,Standard Class,ADD-00578
8225,US-2017-114356,2017-08-26,Standard Class,ADD-00123
8224,US-2017-100398,2017-08-23,Standard Class,ADD-00486
8223,CA-2017-115777,2017-08-24,Standard Class,ADD-00005
8222,CA-2017-132339,2017-08-23,Standard Class,ADD-00005
8221,CA-2017-101728,2017-08-23,Standard Class,ADD-00349
8220,CA-2017-151358,2017-08-22,Standard Class,ADD-00622
8219,CA-2017-117947,2017-08-23,Second Class,ADD-00054
8218,CA-2017-112809,2017-08-22,Standard Class,ADD-00412
8217,CA-2017-122028,2017-08-25,Standard Class,ADD-00231
8216,CA-2017-117947,2017-08-23,Second Class,ADD-00054
8215,CA-2017-163069,2017-08-21,Second Class,ADD-00223
8214,CA-2017-119809,2017-08-25,Standard Class,ADD-00621
8213,CA-2017-119809,2017-08-25,Standard Class,ADD-00621
8212,CA-2017-119809,2017-08-25,Standard Class,ADD-00621
8211,CA-2017-117947,2017-08-23,Second Class,ADD-00054
8210,CA-2017-162936,2017-08-22,Standard Class,ADD-00014
8209,CA-2017-112809,2017-08-22,Standard Class,ADD-00412
8208,CA-2017-117947,2017-08-23,Second Class,ADD-00054
8207,CA-2017-117947,2017-08-23,Second Class,ADD-00054
8206,CA-2017-121027,2017-08-22,Standard Class,ADD-00622
8205,CA-2017-121027,2017-08-22,Standard Class,ADD-00622
8204,CA-2017-112809,2017-08-22,Standard Class,ADD-00412
8203,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8202,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8201,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8200,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8199,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8198,CA-2017-133102,2017-08-24,Standard Class,ADD-00426
8197,CA-2017-118892,2017-08-22,Second Class,ADD-00081
8196,US-2017-111423,2017-08-19,First Class,ADD-00069
8195,US-2017-111423,2017-08-19,First Class,ADD-00069
8194,CA-2017-133102,2017-08-24,Standard Class,ADD-00426
8193,CA-2017-133102,2017-08-24,Standard Class,ADD-00426
8192,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8191,CA-2017-151211,2017-08-23,Standard Class,ADD-00211
8190,CA-2017-151211,2017-08-23,Standard Class,ADD-00211
8189,CA-2017-133102,2017-08-24,Standard Class,ADD-00426
8188,CA-2017-133102,2017-08-24,Standard Class,ADD-00426
8187,CA-2017-166093,2017-08-24,Standard Class,ADD-00583
8186,CA-2017-122987,2017-08-16,Same Day,ADD-00206
8185,CA-2017-122987,2017-08-16,Same Day,ADD-00206
8184,CA-2017-138548,2017-08-21,Standard Class,ADD-00041
8183,US-2017-117723,2017-08-18,Second Class,ADD-00080
8182,CA-2017-144883,2017-08-19,Standard Class,ADD-00305
8181,CA-2017-105921,2017-08-21,Standard Class,ADD-00517
8180,CA-2017-169264,2017-08-16,Second Class,ADD-00578
8179,CA-2017-169264,2017-08-16,Second Class,ADD-00578
8178,US-2017-103828,2017-08-13,Same Day,ADD-00580
8177,US-2017-103828,2017-08-13,Same Day,ADD-00580
8176,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8175,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8174,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8173,US-2017-103828,2017-08-13,Same Day,ADD-00580
8172,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8171,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8170,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8169,CA-2017-128363,2017-08-18,Standard Class,ADD-00203
8168,CA-2017-100580,2017-08-20,Standard Class,ADD-00542
8167,CA-2017-167542,2017-08-20,Standard Class,ADD-00080
8166,US-2017-103828,2017-08-13,Same Day,ADD-00580
8165,CA-2017-152310,2017-08-19,Standard Class,ADD-00621
8164,CA-2017-152310,2017-08-19,Standard Class,ADD-00621
8163,CA-2017-152310,2017-08-19,Standard Class,ADD-00621
8162,CA-2017-152310,2017-08-19,Standard Class,ADD-00621
8161,CA-2017-158169,2017-08-15,First Class,ADD-00558
8160,US-2017-118941,2017-08-12,Same Day,ADD-00093
8159,US-2017-118941,2017-08-12,Same Day,ADD-00093
8158,US-2017-118941,2017-08-12,Same Day,ADD-00093
8157,CA-2017-152310,2017-08-19,Standard Class,ADD-00621
8156,CA-2017-152310,2017-08-19,Standard Class,ADD-00621
8155,CA-2017-158169,2017-08-15,First Class,ADD-00558
8154,CA-2017-106537,2017-08-17,Standard Class,ADD-00156
8153,CA-2017-139311,2017-08-13,First Class,ADD-00415
8152,CA-2017-139311,2017-08-13,First Class,ADD-00415
8151,CA-2017-139311,2017-08-13,First Class,ADD-00415
8150,CA-2017-139311,2017-08-13,First Class,ADD-00415
8149,CA-2017-100433,2017-08-16,Standard Class,ADD-00053
8148,CA-2017-160899,2017-08-13,Second Class,ADD-00379
8147,CA-2017-143063,2017-08-15,Standard Class,ADD-00253
8146,CA-2017-143063,2017-08-15,Standard Class,ADD-00253
8145,CA-2017-143063,2017-08-15,Standard Class,ADD-00253
8144,CA-2017-145443,2017-08-15,Second Class,ADD-00255
8143,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8142,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8141,CA-2017-115175,2017-08-12,Standard Class,ADD-00592
8140,US-2017-155999,2017-08-13,Standard Class,ADD-00544
8139,CA-2017-117023,2017-08-12,Standard Class,ADD-00062
8138,US-2017-155999,2017-08-13,Standard Class,ADD-00544
8137,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8136,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8135,CA-2017-158344,2017-08-11,Standard Class,ADD-00314
8134,CA-2017-110821,2017-08-08,First Class,ADD-00408
8133,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8132,CA-2017-117023,2017-08-12,Standard Class,ADD-00062
8131,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8130,CA-2017-163321,2017-08-11,Second Class,ADD-00126
8129,CA-2017-110821,2017-08-08,First Class,ADD-00408
8128,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8127,CA-2017-156776,2017-08-11,Standard Class,ADD-00562
8126,CA-2017-161200,2017-08-10,Second Class,ADD-00378
8125,CA-2017-151981,2017-08-12,Standard Class,ADD-00020
8124,CA-2017-151981,2017-08-12,Standard Class,ADD-00020
8123,CA-2017-151981,2017-08-12,Standard Class,ADD-00020
8122,CA-2017-161200,2017-08-10,Second Class,ADD-00378
8121,CA-2017-168172,2017-08-10,Standard Class,ADD-00054
8120,CA-2017-136609,2017-08-11,Standard Class,ADD-00409
8119,CA-2017-128328,2017-08-09,Standard Class,ADD-00245
8118,CA-2017-154676,2017-08-08,First Class,ADD-00425
8117,CA-2017-117695,2017-08-08,First Class,ADD-00213
8116,CA-2017-128328,2017-08-09,Standard Class,ADD-00245
8115,CA-2017-128328,2017-08-09,Standard Class,ADD-00245
8114,CA-2017-146367,2017-08-08,Standard Class,ADD-00399
8113,CA-2017-132738,2017-08-07,First Class,ADD-00469
8112,CA-2017-132738,2017-08-07,First Class,ADD-00469
8111,CA-2017-163566,2017-08-06,First Class,ADD-00238
8110,CA-2017-168396,2017-08-08,Second Class,ADD-00580
8109,US-2017-143175,2017-08-06,Second Class,ADD-00515
8108,CA-2017-165386,2017-08-04,First Class,ADD-00348
8107,CA-2017-168396,2017-08-08,Second Class,ADD-00580
8106,CA-2017-141747,2017-08-08,Second Class,ADD-00622
8105,CA-2017-140781,2017-08-07,Standard Class,ADD-00353
8104,CA-2017-135034,2017-08-03,First Class,ADD-00349
8103,CA-2017-133235,2017-08-04,First Class,ADD-00123
8102,CA-2017-162691,2017-08-07,Standard Class,ADD-00451
8101,CA-2017-168942,2017-08-05,Second Class,ADD-00578
8100,CA-2017-124576,2017-08-04,Second Class,ADD-00575
8099,CA-2017-162691,2017-08-07,Standard Class,ADD-00451
8098,US-2017-165869,2017-08-05,Standard Class,ADD-00293
8097,CA-2017-121909,2017-08-05,Standard Class,ADD-00081
8096,CA-2017-115805,2017-07-31,Same Day,ADD-00349
8095,CA-2017-161102,2017-08-03,First Class,ADD-00579
8094,CA-2017-147032,2017-08-04,Standard Class,ADD-00086
8093,US-2017-165869,2017-08-05,Standard Class,ADD-00293
8092,CA-2017-147032,2017-08-04,Standard Class,ADD-00086
8091,CA-2017-125752,2017-08-04,Standard Class,ADD-00171
8090,CA-2017-147032,2017-08-04,Standard Class,ADD-00086
8089,CA-2017-161102,2017-08-03,First Class,ADD-00579
8088,CA-2017-126144,2017-08-05,Standard Class,ADD-00081
8087,CA-2017-141103,2017-08-06,Standard Class,ADD-00094
8086,CA-2017-155740,2017-08-02,First Class,ADD-00231
8085,CA-2017-167913,2017-08-03,Second Class,ADD-00563
8084,CA-2017-167913,2017-08-03,Second Class,ADD-00563
8083,US-2017-130953,2017-08-03,Standard Class,ADD-00393
8082,CA-2017-130771,2017-08-03,Standard Class,ADD-00451
8081,US-2017-113852,2017-08-02,Standard Class,ADD-00623
8080,CA-2017-130771,2017-08-03,Standard Class,ADD-00451
8079,US-2017-130953,2017-08-03,Standard Class,ADD-00393
8078,CA-2017-101483,2017-08-01,Second Class,ADD-00126
8077,CA-2017-101483,2017-08-01,Second Class,ADD-00126
8076,CA-2017-101483,2017-08-01,Second Class,ADD-00126
8075,CA-2017-146031,2017-08-01,Second Class,ADD-00065
8074,US-2017-115301,2017-08-02,Standard Class,ADD-00621
8073,US-2017-130953,2017-08-03,Standard Class,ADD-00393
8072,US-2017-130953,2017-08-03,Standard Class,ADD-00393
8071,CA-2017-130841,2017-08-01,Standard Class,ADD-00579
8070,CA-2017-130841,2017-08-01,Standard Class,ADD-00579
8069,CA-2017-130841,2017-08-01,Standard Class,ADD-00579
8068,CA-2017-133046,2017-08-01,Second Class,ADD-00623
8067,CA-2017-133046,2017-08-01,Second Class,ADD-00623
8066,CA-2017-133046,2017-08-01,Second Class,ADD-00623
8065,CA-2017-107209,2017-08-01,Second Class,ADD-00116
8064,CA-2017-133046,2017-08-01,Second Class,ADD-00623
8063,CA-2017-108791,2017-07-31,Standard Class,ADD-00058
8062,CA-2017-123239,2017-07-31,Second Class,ADD-00150
8061,CA-2017-108791,2017-07-31,Standard Class,ADD-00058
8060,US-2017-167318,2017-08-01,Standard Class,ADD-00518
8059,US-2017-167318,2017-08-01,Standard Class,ADD-00518
8058,CA-2017-169810,2017-07-31,Standard Class,ADD-00315
8057,CA-2017-125640,2017-07-29,Standard Class,ADD-00081
8056,CA-2017-121293,2017-07-28,Second Class,ADD-00083
8055,CA-2017-121293,2017-07-28,Second Class,ADD-00083
8054,CA-2017-121293,2017-07-28,Second Class,ADD-00083
8053,CA-2017-121293,2017-07-28,Second Class,ADD-00083
8052,CA-2017-121293,2017-07-28,Second Class,ADD-00083
8051,CA-2017-167549,2017-07-27,First Class,ADD-00411
8050,US-2017-135013,2017-07-24,Same Day,ADD-00559
8049,CA-2017-133718,2017-07-26,First Class,ADD-00519
8048,CA-2017-117240,2017-07-28,Standard Class,ADD-00053
8047,US-2017-101721,2017-07-27,Standard Class,ADD-00348
8046,CA-2017-118346,2017-07-24,First Class,ADD-00291
8045,CA-2017-125367,2017-07-30,Standard Class,ADD-00054
8044,US-2017-169320,2017-07-25,Second Class,ADD-00249
8043,US-2017-169320,2017-07-25,Second Class,ADD-00249
8042,CA-2017-110940,2017-07-28,Standard Class,ADD-00332
8041,CA-2017-103506,2017-07-27,Standard Class,ADD-00062
8040,CA-2017-133718,2017-07-26,First Class,ADD-00519
8039,US-2017-106551,2017-07-27,Standard Class,ADD-00349
8038,CA-2017-109750,2017-07-28,Standard Class,ADD-00053
8037,US-2017-158505,2017-07-21,Same Day,ADD-00487
8036,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8035,US-2017-160465,2017-07-26,Standard Class,ADD-00230
8034,US-2017-160465,2017-07-26,Standard Class,ADD-00230
8033,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8032,US-2017-123204,2017-07-27,Standard Class,ADD-00055
8031,US-2017-160465,2017-07-26,Standard Class,ADD-00230
8030,US-2017-158505,2017-07-21,Same Day,ADD-00487
8029,CA-2017-145093,2017-07-26,Standard Class,ADD-00348
8028,US-2017-127719,2017-07-25,Standard Class,ADD-00041
8027,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8026,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8025,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8024,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8023,US-2017-123834,2017-07-25,Standard Class,ADD-00448
8022,CA-2017-118724,2017-07-25,Second Class,ADD-00584
8021,CA-2017-118724,2017-07-25,Second Class,ADD-00584
8020,CA-2017-103478,2017-07-24,Second Class,ADD-00344
8019,CA-2017-103478,2017-07-24,Second Class,ADD-00344
8018,CA-2017-145429,2017-07-25,Standard Class,ADD-00540
8017,CA-2017-145429,2017-07-25,Standard Class,ADD-00540
8016,CA-2017-145429,2017-07-25,Standard Class,ADD-00540
8015,CA-2017-104731,2017-07-27,Standard Class,ADD-00108
8014,CA-2017-118640,2017-07-26,Standard Class,ADD-00347
8013,CA-2017-118640,2017-07-26,Standard Class,ADD-00347
8012,US-2017-108343,2017-07-25,Standard Class,ADD-00053
8011,CA-2017-122035,2017-07-25,Standard Class,ADD-00315
8010,CA-2017-122035,2017-07-25,Standard Class,ADD-00315
8009,CA-2017-122035,2017-07-25,Standard Class,ADD-00315
8008,CA-2017-122035,2017-07-25,Standard Class,ADD-00315
8007,CA-2017-122035,2017-07-25,Standard Class,ADD-00315
8006,CA-2017-122035,2017-07-25,Standard Class,ADD-00315
8005,CA-2017-150497,2017-07-24,Standard Class,ADD-00309
8004,US-2017-108343,2017-07-25,Standard Class,ADD-00053
8003,US-2017-108343,2017-07-25,Standard Class,ADD-00053
8002,US-2017-165358,2017-07-23,Standard Class,ADD-00081
8001,US-2017-142573,2017-07-23,Standard Class,ADD-00490
8000,US-2017-142573,2017-07-23,Standard Class,ADD-00490
7999,US-2017-142573,2017-07-23,Standard Class,ADD-00490
7998,US-2017-165358,2017-07-23,Standard Class,ADD-00081
7997,US-2017-142573,2017-07-23,Standard Class,ADD-00490
7996,US-2017-165358,2017-07-23,Standard Class,ADD-00081
7995,US-2017-142573,2017-07-23,Standard Class,ADD-00490
7994,CA-2017-126662,2017-07-21,Standard Class,ADD-00518
7993,US-2017-105046,2017-07-23,Standard Class,ADD-00067
7992,US-2017-105046,2017-07-23,Standard Class,ADD-00067
7991,CA-2017-142342,2017-07-19,Second Class,ADD-00547
7990,CA-2017-142342,2017-07-19,Second Class,ADD-00547
7989,CA-2017-142342,2017-07-19,Second Class,ADD-00547
7988,US-2017-105046,2017-07-23,Standard Class,ADD-00067
7987,CA-2017-142342,2017-07-19,Second Class,ADD-00547
7986,CA-2017-139948,2017-07-22,Standard Class,ADD-00179
7985,US-2017-156909,2017-07-18,Second Class,ADD-00082
7984,CA-2017-109778,2017-07-21,Standard Class,ADD-00333
7983,US-2017-152842,2017-07-23,Standard Class,ADD-00123
7982,CA-2017-164378,2017-07-18,Second Class,ADD-00055
7981,US-2017-128951,2017-07-17,First Class,ADD-00104
7980,US-2017-128951,2017-07-17,First Class,ADD-00104
7979,CA-2017-164378,2017-07-18,Second Class,ADD-00055
7978,CA-2017-166142,2017-07-19,Standard Class,ADD-00086
7977,CA-2017-166142,2017-07-19,Standard Class,ADD-00086
7976,US-2017-128951,2017-07-17,First Class,ADD-00104
7975,CA-2017-164378,2017-07-18,Second Class,ADD-00055
7974,CA-2017-164378,2017-07-18,Second Class,ADD-00055
7973,CA-2017-164378,2017-07-18,Second Class,ADD-00055
7972,US-2017-161935,2017-07-18,Standard Class,ADD-00223
7971,US-2017-161935,2017-07-18,Standard Class,ADD-00223
7970,US-2017-161935,2017-07-18,Standard Class,ADD-00223
7969,US-2017-161935,2017-07-18,Standard Class,ADD-00223
7968,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7967,US-2017-161935,2017-07-18,Standard Class,ADD-00223
7966,US-2017-161935,2017-07-18,Standard Class,ADD-00223
7965,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7964,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7963,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7962,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7961,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7960,CA-2017-121048,2017-07-18,Standard Class,ADD-00562
7959,CA-2017-102155,2017-07-17,Standard Class,ADD-00369
7958,CA-2017-102155,2017-07-17,Standard Class,ADD-00369
7957,CA-2017-136364,2017-07-17,Second Class,ADD-00082
7956,CA-2017-136364,2017-07-17,Second Class,ADD-00082
7955,CA-2017-106047,2017-07-18,Standard Class,ADD-00238
7954,CA-2017-156818,2017-07-13,Second Class,ADD-00053
7953,CA-2017-127656,2017-07-17,Standard Class,ADD-00283
7952,CA-2017-162015,2017-07-18,Standard Class,ADD-00520
7951,CA-2017-136623,2017-07-16,Standard Class,ADD-00544
7950,CA-2017-136623,2017-07-16,Standard Class,ADD-00544
7949,CA-2017-164959,2017-07-15,Standard Class,ADD-00515
7948,CA-2017-162015,2017-07-18,Standard Class,ADD-00520
7947,CA-2017-128629,2017-07-14,Second Class,ADD-00145
7946,CA-2017-127460,2017-07-14,Standard Class,ADD-00344
7945,CA-2017-169012,2017-07-14,Standard Class,ADD-00145
7944,CA-2017-121083,2017-07-15,Standard Class,ADD-00026
7943,CA-2017-145128,2017-07-14,Standard Class,ADD-00257
7942,CA-2017-115651,2017-07-12,First Class,ADD-00347
7941,US-2017-100209,2017-07-15,Standard Class,ADD-00607
7940,CA-2017-132122,2017-07-14,Standard Class,ADD-00347
7939,CA-2017-121083,2017-07-15,Standard Class,ADD-00026
7938,CA-2017-121083,2017-07-15,Standard Class,ADD-00026
7937,CA-2017-115651,2017-07-12,First Class,ADD-00347
7936,CA-2017-121083,2017-07-15,Standard Class,ADD-00026
7935,CA-2017-150189,2017-07-10,First Class,ADD-00581
7934,CA-2017-140480,2017-07-12,Standard Class,ADD-00085
7933,CA-2017-138464,2017-07-12,Standard Class,ADD-00623
7932,CA-2017-140480,2017-07-12,Standard Class,ADD-00085
7931,CA-2017-134306,2017-07-12,Standard Class,ADD-00006
7930,CA-2017-134306,2017-07-12,Standard Class,ADD-00006
7929,CA-2017-140480,2017-07-12,Standard Class,ADD-00085
7928,CA-2017-138464,2017-07-12,Standard Class,ADD-00623
7927,CA-2017-138464,2017-07-12,Standard Class,ADD-00623
7926,CA-2017-133249,2017-07-11,First Class,ADD-00526
7925,CA-2017-111759,2017-07-12,Standard Class,ADD-00621
7924,CA-2017-138464,2017-07-12,Standard Class,ADD-00623
7923,CA-2017-134306,2017-07-12,Standard Class,ADD-00006
7922,CA-2017-108560,2017-07-15,Standard Class,ADD-00617
7921,CA-2017-108560,2017-07-15,Standard Class,ADD-00617
7920,CA-2017-108560,2017-07-15,Standard Class,ADD-00617
7919,CA-2017-108560,2017-07-15,Standard Class,ADD-00617
7918,CA-2017-140480,2017-07-12,Standard Class,ADD-00085
7917,CA-2017-140480,2017-07-12,Standard Class,ADD-00085
7916,CA-2017-155152,2017-07-09,Second Class,ADD-00015
7915,US-2017-169551,2017-07-09,First Class,ADD-00080
7914,US-2017-169551,2017-07-09,First Class,ADD-00080
7913,US-2017-169551,2017-07-09,First Class,ADD-00080
7912,US-2017-169551,2017-07-09,First Class,ADD-00080
7911,CA-2017-105053,2017-07-09,Second Class,ADD-00062
7910,US-2017-169551,2017-07-09,First Class,ADD-00080
7909,US-2017-169551,2017-07-09,First Class,ADD-00080
7908,CA-2017-106824,2017-07-11,Standard Class,ADD-00520
7907,US-2017-152492,2017-07-06,Same Day,ADD-00167
7906,US-2017-124303,2017-07-13,Standard Class,ADD-00080
7905,US-2017-124303,2017-07-13,Standard Class,ADD-00080
7904,US-2017-101784,2017-07-11,Standard Class,ADD-00516
7903,CA-2017-100223,2017-07-10,Standard Class,ADD-00412
7902,CA-2017-100223,2017-07-10,Standard Class,ADD-00412
7901,CA-2017-100223,2017-07-10,Standard Class,ADD-00412
7900,CA-2017-100223,2017-07-10,Standard Class,ADD-00412
7899,CA-2017-104388,2017-07-07,First Class,ADD-00373
7898,CA-2017-100223,2017-07-10,Standard Class,ADD-00412
7897,US-2017-129777,2017-07-09,Standard Class,ADD-00013
7896,US-2017-129777,2017-07-09,Standard Class,ADD-00013
7895,CA-2017-106747,2017-07-04,First Class,ADD-00020
7894,CA-2017-121503,2017-07-06,Second Class,ADD-00424
7893,CA-2017-121503,2017-07-06,Second Class,ADD-00424
7892,CA-2017-139437,2017-07-08,Standard Class,ADD-00515
7891,US-2017-111024,2017-07-06,Second Class,ADD-00222
7890,US-2017-111024,2017-07-06,Second Class,ADD-00222
7889,CA-2017-169124,2017-07-10,Standard Class,ADD-00597
7888,US-2017-111024,2017-07-06,Second Class,ADD-00222
7887,CA-2017-111647,2017-07-07,Standard Class,ADD-00401
7886,CA-2017-140053,2017-07-10,Standard Class,ADD-00505
7885,US-2017-126179,2017-07-07,Standard Class,ADD-00145
7884,US-2017-166233,2017-07-09,Standard Class,ADD-00126
7883,CA-2017-168109,2017-07-03,Same Day,ADD-00622
7882,US-2017-126179,2017-07-07,Standard Class,ADD-00145
7881,CA-2017-124828,2017-07-04,First Class,ADD-00110
7880,CA-2017-168109,2017-07-03,Same Day,ADD-00622
7879,CA-2017-168109,2017-07-03,Same Day,ADD-00622
7878,CA-2017-168109,2017-07-03,Same Day,ADD-00622
7877,CA-2017-107958,2017-07-05,First Class,ADD-00423
7876,CA-2017-107958,2017-07-05,First Class,ADD-00423
7875,US-2017-148362,2017-07-08,Standard Class,ADD-00245
7874,US-2017-148362,2017-07-08,Standard Class,ADD-00245
7873,US-2017-148362,2017-07-08,Standard Class,ADD-00245
7872,CA-2017-102946,2017-07-05,Standard Class,ADD-00512
7871,CA-2017-131695,2017-07-06,Standard Class,ADD-00055
7870,CA-2017-125745,2017-07-04,Standard Class,ADD-00203
7869,CA-2017-131695,2017-07-06,Standard Class,ADD-00055
7868,CA-2017-109393,2017-07-02,Second Class,ADD-00517
7867,CA-2017-164112,2017-07-04,Standard Class,ADD-00057
7866,CA-2017-163006,2017-07-04,Second Class,ADD-00349
7865,US-2017-113201,2017-07-05,Standard Class,ADD-00519
7864,US-2017-102890,2017-06-30,Same Day,ADD-00054
7863,CA-2017-163006,2017-07-04,Second Class,ADD-00349
7862,CA-2017-163006,2017-07-04,Second Class,ADD-00349
7861,CA-2017-100650,2017-07-03,Second Class,ADD-00565
7860,US-2017-126081,2017-07-04,Standard Class,ADD-00410
