order_number,order_id,order_date,product_id,sales,quantity,discount,profit
9274,CA-2017-160416,2017-11-13,TEC-AC-10004114,163.96,4,0.0,70.5028
9273,CA-2017-133620,2017-11-13,OFF-ST-10004634,11.21,1,0.0,3.363
9272,CA-2017-112844,2017-11-13,FUR-FU-10004845,154.95,3,0.0,30.99
9271,CA-2017-122644,2017-11-12,TEC-AC-10003614,18.544,2,0.2,3.0134
9270,CA-2017-130386,2017-11-12,OFF-ST-10003716,540.048,3,0.2,-47.2542
9269,CA-2017-160514,2017-11-12,OFF-PA-10002479,10.56,2,0.0,4.752
9268,CA-2017-130386,2017-11-12,OFF-PA-10003823,223.056,9,0.2,69.705
9267,CA-2017-164168,2017-11-12,OFF-EN-10001219,12.224,2,0.2,4.4312
9266,CA-2017-134978,2017-11-12,OFF-BI-10003274,15.92,5,0.2,5.373
9265,CA-2017-149944,2017-11-12,OFF-AP-10004708,76.12,2,0.0,22.0748
9264,CA-2017-134915,2017-11-12,TEC-AC-10001266,41.6,4,0.2,13.0
9263,CA-2017-149944,2017-11-12,OFF-FA-10002780,18.24,3,0.0,9.12
9262,US-2017-116659,2017-11-12,TEC-PH-10002824,370.782,3,0.4,-92.6955
9261,CA-2017-164168,2017-11-12,OFF-BI-10000666,30.56,5,0.8,-45.84
9260,US-2017-132220,2017-11-12,TEC-AC-10004227,62.352,6,0.2,-10.9116
9259,CA-2017-122644,2017-11-12,OFF-PA-10003673,10.848,2,0.2,3.5256
9258,CA-2017-164168,2017-11-12,OFF-ST-10002583,77.952,3,0.2,-15.5904
9257,CA-2017-164168,2017-11-12,TEC-PH-10004908,67.992,1,0.2,8.499
9256,US-2017-125808,2017-11-12,OFF-PA-10001846,11.56,2,0.0,5.6644
9255,CA-2017-154088,2017-11-12,OFF-PA-10003651,26.72,5,0.2,9.352
9254,CA-2017-166835,2017-11-12,OFF-ST-10002574,221.024,2,0.2,-55.256
9253,CA-2017-164168,2017-11-12,TEC-AC-10004568,44.784,2,0.2,-0.5598
9252,CA-2017-130386,2017-11-12,OFF-PA-10002749,16.056,3,0.2,5.8203
9251,CA-2017-134915,2017-11-12,FUR-CH-10004875,113.888,2,0.2,9.9652
9250,CA-2017-134915,2017-11-12,TEC-PH-10001459,671.984,2,0.2,50.3988
9249,CA-2017-164364,2017-11-12,OFF-LA-10004853,9.96,2,0.0,4.5816
9248,CA-2017-164364,2017-11-12,OFF-AR-10000315,9.21,3,0.0,2.3025
9247,CA-2017-164364,2017-11-12,OFF-SU-10000381,27.93,3,0.0,8.0997
9246,CA-2017-134915,2017-11-12,TEC-PH-10000347,7.92,2,0.2,0.693
9245,US-2017-136707,2017-11-12,OFF-BI-10003460,14.016,4,0.2,4.9056
9244,CA-2017-164168,2017-11-12,FUR-FU-10001756,22.848,3,0.6,-17.7072
9243,CA-2017-134915,2017-11-12,FUR-FU-10000305,113.568,2,0.2,-5.6784
9242,CA-2017-134915,2017-11-12,OFF-PA-10002160,23.12,5,0.2,8.381
9241,CA-2017-115448,2017-11-11,FUR-FU-10004090,88.92,5,0.2,14.4495
9240,CA-2017-150959,2017-11-11,OFF-LA-10001045,10.44,5,0.2,3.393
9239,CA-2017-143455,2017-11-11,OFF-PA-10004451,10.368,2,0.2,3.6288
9238,CA-2017-150959,2017-11-11,OFF-BI-10001510,18.336,4,0.8,-32.088
9237,CA-2017-143217,2017-11-11,OFF-BI-10002949,18.24,3,0.0,8.5728
9236,US-2017-116491,2017-11-11,TEC-PH-10004531,35.184,2,0.2,12.3144
9235,CA-2017-120327,2017-11-11,OFF-FA-10004854,45.92,4,0.0,21.5824
9234,CA-2017-154137,2017-11-11,OFF-ST-10003324,35.48,1,0.0,0.0
9233,CA-2017-157483,2017-11-11,OFF-AR-10004260,181.86,7,0.0,50.9208
9232,CA-2017-167976,2017-11-11,OFF-SU-10004661,25.5,3,0.0,6.63
9231,CA-2017-158561,2017-11-11,OFF-AP-10002651,1158.12,5,0.2,130.2885
9230,CA-2017-148985,2017-11-11,FUR-FU-10001424,34.92,4,0.0,11.8728
9229,CA-2017-110842,2017-11-11,OFF-PA-10000520,19.44,3,0.0,9.3312
9228,CA-2017-110842,2017-11-11,OFF-BI-10000977,121.6,5,0.2,39.52
9227,CA-2017-110842,2017-11-11,OFF-AP-10003971,10.89,1,0.0,2.8314
9226,US-2017-155425,2017-11-10,TEC-PH-10002563,201.584,2,0.2,15.1188
9225,US-2017-155425,2017-11-10,TEC-MA-10003183,95.994,2,0.7,-63.996
9224,US-2017-155425,2017-11-10,FUR-CH-10003312,899.136,4,0.2,-146.1096
9223,US-2017-155425,2017-11-10,OFF-BI-10001036,38.388,14,0.7,-25.592
9222,US-2017-128447,2017-11-10,OFF-AP-10004540,400.8,5,0.0,112.224
9221,CA-2017-137624,2017-11-10,FUR-CH-10001714,241.424,2,0.2,-36.2136
9220,CA-2017-141138,2017-11-10,TEC-AC-10001772,111.79,7,0.0,43.5981
9219,CA-2017-161739,2017-11-10,FUR-FU-10001468,341.96,5,0.6,-427.45
9218,CA-2017-104640,2017-11-10,OFF-BI-10003925,931.176,3,0.2,314.2719
9217,US-2017-128447,2017-11-10,OFF-BI-10001543,28.792,1,0.2,10.0772
9216,CA-2017-163874,2017-11-10,OFF-BI-10000088,26.352,3,0.2,9.5526
9215,CA-2017-104640,2017-11-10,TEC-PH-10002200,430.88,2,0.0,124.9552
9214,US-2017-155425,2017-11-10,TEC-AC-10001314,239.952,6,0.2,-35.9928
9213,CA-2017-162096,2017-11-10,OFF-AR-10002221,7.8,3,0.0,2.106
9212,CA-2017-142671,2017-11-10,OFF-BI-10004099,11.52,5,0.7,-7.68
9211,CA-2017-159597,2017-11-09,TEC-AC-10004171,99.99,1,0.0,43.9956
9210,CA-2017-159667,2017-11-09,TEC-AC-10002567,191.976,3,0.2,38.3952
9209,CA-2017-159597,2017-11-09,OFF-ST-10002289,63.56,2,0.0,3.178
9208,CA-2017-152912,2017-11-09,OFF-BI-10004728,9.64,2,0.0,4.4344
9207,CA-2017-158246,2017-11-09,FUR-CH-10003061,215.976,3,0.2,-2.6997
9206,CA-2017-152912,2017-11-09,OFF-ST-10003208,1633.14,9,0.0,473.6106
9205,CA-2017-161018,2017-11-09,FUR-FU-10000629,96.53,7,0.0,40.5426
9204,CA-2017-152912,2017-11-09,OFF-ST-10003208,544.38,3,0.0,157.8702
9203,CA-2017-152912,2017-11-09,TEC-AC-10004666,826.62,3,0.0,355.4466
9202,CA-2017-119494,2017-11-09,FUR-CH-10004675,523.392,3,0.2,52.3392
9201,CA-2017-159667,2017-11-09,TEC-PH-10004094,499.168,4,0.2,31.198
9200,US-2017-141852,2017-11-09,FUR-FU-10000023,47.12,8,0.0,20.7328
9199,CA-2017-143658,2017-11-08,OFF-AR-10002818,109.9,5,0.0,32.97
9198,CA-2017-155621,2017-11-08,FUR-FU-10003535,274.2,10,0.0,112.422
9197,CA-2017-122504,2017-11-07,TEC-PH-10002468,761.544,7,0.2,66.6351
9196,CA-2017-113460,2017-11-07,FUR-CH-10000422,272.97,3,0.0,43.6752
9195,CA-2017-149888,2017-11-07,TEC-PH-10003811,359.97,5,0.4,-71.994
9194,CA-2017-113572,2017-11-07,TEC-AC-10002370,7.88,4,0.0,2.5216
9193,CA-2017-149888,2017-11-07,FUR-TA-10000849,350.352,4,0.4,-140.1408
9192,CA-2017-152737,2017-11-07,OFF-BI-10002982,21.792,4,0.2,7.6272
9191,CA-2017-163188,2017-11-07,OFF-BI-10000756,38.16,9,0.0,19.08
9190,CA-2017-152737,2017-11-07,TEC-AC-10004975,439.8,4,0.0,145.134
9189,CA-2017-132346,2017-11-07,OFF-AP-10000696,100.94,7,0.0,33.3102
9188,CA-2017-122504,2017-11-07,TEC-AC-10003289,59.97,3,0.0,13.7931
9187,CA-2017-144596,2017-11-06,OFF-PA-10003302,318.96,9,0.0,149.9112
9186,CA-2017-167941,2017-11-06,OFF-AP-10002118,499.584,3,0.2,43.7136
9185,CA-2017-154109,2017-11-06,OFF-PA-10000157,47.952,3,0.2,16.1838
9184,CA-2017-154109,2017-11-06,FUR-CH-10003774,127.372,2,0.3,-30.9332
9183,US-2017-153948,2017-11-06,OFF-LA-10000414,41.4,4,0.0,19.872
9182,CA-2017-125290,2017-11-06,OFF-PA-10000249,26.38,1,0.0,12.1348
9181,CA-2017-106691,2017-11-06,OFF-BI-10000145,1.248,2,0.8,-1.9344
9180,CA-2017-107174,2017-11-06,FUR-TA-10004575,2036.86,7,0.0,366.6348
9179,CA-2017-107174,2017-11-06,FUR-CH-10003312,449.568,2,0.2,-73.0548
9178,CA-2017-107174,2017-11-06,TEC-AC-10001465,108.96,3,0.0,32.688
9177,US-2017-153948,2017-11-06,TEC-AC-10003441,16.95,1,0.0,1.017
9176,CA-2017-100013,2017-11-06,OFF-EN-10001219,15.28,2,0.0,7.4872
9175,US-2017-153948,2017-11-06,OFF-PA-10000157,59.94,3,0.0,28.1718
9174,CA-2017-167941,2017-11-06,FUR-FU-10004671,28.272,2,0.2,6.3612
9173,CA-2017-150504,2017-11-06,OFF-ST-10000615,18.16,2,0.2,1.816
9172,CA-2017-125290,2017-11-06,OFF-AR-10001216,13.9,5,0.0,3.614
9171,CA-2017-100013,2017-11-06,FUR-FU-10001424,8.73,1,0.0,2.9682
9170,CA-2017-154816,2017-11-06,OFF-PA-10003845,5.78,1,0.0,2.8322
9169,CA-2017-167941,2017-11-06,OFF-ST-10000736,259.136,4,0.2,-51.8272
9168,US-2017-153948,2017-11-06,OFF-PA-10000249,45.36,4,0.0,22.2264
9167,CA-2017-107720,2017-11-06,OFF-ST-10001414,46.26,3,0.0,12.0276
9166,US-2017-119319,2017-11-06,FUR-FU-10003878,30.56,5,0.6,-19.864
9165,CA-2017-167941,2017-11-06,OFF-BI-10002827,13.272,8,0.7,-10.6176
9164,CA-2017-100013,2017-11-06,OFF-AR-10001022,5.68,2,0.0,1.7608
9163,US-2017-109484,2017-11-06,OFF-BI-10004738,5.682,1,0.7,-3.788
9162,US-2017-153948,2017-11-06,OFF-PA-10000143,26.4,5,0.0,12.672
9161,CA-2017-167941,2017-11-06,OFF-PA-10001800,31.104,6,0.2,10.8864
9160,CA-2017-102925,2017-11-05,TEC-PH-10001448,99.98,2,0.0,3.9992
9159,US-2017-107272,2017-11-05,OFF-ST-10002974,243.992,7,0.2,30.499
9158,CA-2017-102925,2017-11-05,FUR-FU-10004245,101.4,5,0.0,38.532
9157,CA-2017-118213,2017-11-05,OFF-PA-10003673,67.8,10,0.0,31.188
9156,CA-2017-154732,2017-11-05,OFF-BI-10000474,16.03,5,0.8,-25.648
9155,CA-2017-102925,2017-11-05,OFF-BI-10002706,11.424,1,0.2,3.7128
9154,CA-2017-157196,2017-11-05,OFF-PA-10003172,12.96,2,0.0,6.2208
9153,CA-2017-118213,2017-11-05,OFF-PA-10000249,167.94,3,0.0,82.2906
9152,CA-2017-118213,2017-11-05,OFF-PA-10002615,4.41,1,0.0,2.0286
9151,CA-2017-102925,2017-11-05,OFF-PA-10004071,110.96,2,0.0,53.2608
9150,CA-2017-102925,2017-11-05,OFF-PA-10001870,12.96,2,0.0,6.2208
9149,CA-2017-116225,2017-11-05,TEC-AC-10001432,390.75,5,0.0,171.93
9148,CA-2017-102925,2017-11-05,OFF-BI-10002735,164.688,6,0.2,55.5822
9147,US-2017-107272,2017-11-05,OFF-BI-10003274,2.388,2,0.7,-1.8308
9146,CA-2017-102925,2017-11-05,FUR-TA-10003469,166.5,2,0.4,-66.6
9145,CA-2017-114258,2017-11-05,TEC-PH-10003012,492.768,4,0.2,55.4364
9144,CA-2017-102925,2017-11-05,FUR-CH-10004875,128.124,2,0.1,24.2012
9143,US-2017-111745,2017-11-05,TEC-AC-10003911,159.99,1,0.0,54.3966
9142,CA-2017-121160,2017-11-04,OFF-ST-10002485,52.752,3,0.2,-12.5286
9141,CA-2017-159135,2017-11-04,OFF-AR-10000657,4.3,2,0.0,1.419
9140,CA-2017-121160,2017-11-04,OFF-BI-10004040,4.144,4,0.8,-6.4232
9139,CA-2017-147760,2017-11-04,FUR-TA-10004575,523.764,3,0.4,-192.0468
9138,US-2017-168116,2017-11-04,OFF-AP-10002457,167.44,2,0.2,14.651
9137,US-2017-168116,2017-11-04,TEC-MA-10004125,7999.98,4,0.5,-3839.9904
9136,US-2017-122672,2017-11-04,OFF-ST-10002344,194.352,3,0.2,-43.7292
9135,CA-2017-105144,2017-11-04,OFF-LA-10003923,23.68,2,0.2,8.88
9134,CA-2017-121160,2017-11-04,OFF-BI-10003094,1.408,2,0.8,-2.3232
9133,CA-2017-147760,2017-11-04,TEC-PH-10002483,1359.96,5,0.2,118.9965
9132,CA-2017-102610,2017-11-04,TEC-AC-10000303,95.976,3,0.2,15.5961
9131,CA-2017-102610,2017-11-04,TEC-PH-10000127,143.928,9,0.2,-32.3838
9130,CA-2017-102610,2017-11-04,OFF-BI-10001922,3.564,2,0.7,-2.97
9129,CA-2017-102610,2017-11-04,OFF-LA-10002195,4.928,2,0.2,1.7248
9128,US-2017-156083,2017-11-04,OFF-PA-10001560,9.664,2,0.2,3.2616
9127,CA-2017-121160,2017-11-04,OFF-BI-10001308,7.536,6,0.8,-13.188
9126,US-2017-122672,2017-11-04,TEC-AC-10002323,70.72,4,0.2,-6.188
9125,CA-2017-153339,2017-11-03,FUR-FU-10001967,15.992,1,0.2,0.9995
9124,US-2017-110989,2017-11-03,TEC-AC-10002345,43.5,3,0.0,10.875
9123,CA-2017-143329,2017-11-03,FUR-FU-10000629,41.37,3,0.0,17.3754
9122,CA-2017-142636,2017-11-03,OFF-PA-10000157,139.86,7,0.0,65.7342
9121,CA-2017-142636,2017-11-03,FUR-CH-10001891,307.136,4,0.2,26.8744
9120,US-2017-105998,2017-11-03,TEC-AC-10004469,199.75,5,0.0,87.89
9119,CA-2017-130834,2017-11-03,OFF-PA-10003673,16.272,3,0.2,5.2884
9118,CA-2017-135419,2017-11-03,FUR-TA-10001086,486.368,4,0.2,36.4776
9117,US-2017-168802,2017-11-03,OFF-BI-10002393,18.368,4,0.2,5.9696
9116,CA-2017-100622,2017-11-03,TEC-CO-10003236,959.984,2,0.2,311.9948
9115,CA-2017-100622,2017-11-03,OFF-BI-10002982,4.086,2,0.7,-2.9964
9114,CA-2017-110429,2017-11-03,OFF-BI-10000216,11.673,3,0.7,-7.782
9113,CA-2017-100622,2017-11-03,OFF-AR-10004010,55.984,2,0.2,4.1988
9112,CA-2017-121615,2017-11-03,OFF-PA-10000327,8.56,2,0.0,3.852
9111,CA-2017-126046,2017-11-03,OFF-LA-10004484,12.39,3,0.0,5.6994
9110,CA-2017-100622,2017-11-03,OFF-PA-10002947,10.688,2,0.2,3.7408
9109,CA-2017-148320,2017-11-03,OFF-PA-10003022,35.88,6,0.0,17.5812
9108,CA-2017-161130,2017-11-03,TEC-PH-10002549,361.376,2,0.2,27.1032
9107,CA-2017-121615,2017-11-03,OFF-LA-10001771,14.94,3,0.0,6.8724
9106,US-2017-105998,2017-11-03,FUR-TA-10001095,1673.184,12,0.2,20.9148
9105,US-2017-101518,2017-11-03,TEC-AC-10001553,40.776,3,0.2,0.5097
9104,CA-2017-121615,2017-11-03,OFF-ST-10001325,52.4,5,0.0,14.148
9103,CA-2017-103009,2017-11-03,OFF-PA-10001215,26.4,5,0.0,11.88
9102,CA-2017-169005,2017-11-02,OFF-AR-10000246,5.56,2,0.0,1.4456
9101,US-2017-163790,2017-11-02,OFF-BI-10003718,590.352,6,0.2,206.6232
9100,US-2017-115609,2017-11-02,OFF-AP-10003040,168.1,5,0.0,43.706
9099,US-2017-163790,2017-11-02,OFF-AR-10003469,8.8,5,0.0,4.224
9098,US-2017-163790,2017-11-02,OFF-EN-10001335,76.58,7,0.0,38.29
9097,US-2017-163790,2017-11-02,OFF-ST-10001511,452.55,7,0.0,22.6275
9096,CA-2017-168179,2017-11-02,OFF-PA-10001800,19.44,3,0.0,9.3312
9095,US-2017-163790,2017-11-02,FUR-FU-10002508,25.02,3,0.0,10.5084
9094,CA-2017-127782,2017-11-02,TEC-PH-10001817,859.2,4,0.4,-186.16
9093,CA-2017-143567,2017-11-02,OFF-ST-10001580,59.92,4,0.0,16.7776
9092,CA-2017-143567,2017-11-02,TEC-AC-10004145,2249.91,9,0.0,517.4793
9091,CA-2017-167227,2017-11-02,OFF-PA-10001838,11.76,2,0.0,5.7624
9090,CA-2017-143567,2017-11-02,FUR-CH-10000454,975.92,4,0.0,292.776
9089,CA-2017-143567,2017-11-02,OFF-EN-10004846,5.32,2,0.0,2.6068
9088,CA-2017-127782,2017-11-02,OFF-EN-10003845,8.856,3,0.2,2.8782
9087,CA-2017-127782,2017-11-02,OFF-AP-10001962,20.136,3,0.2,1.2585
9086,CA-2017-141425,2017-11-02,OFF-SU-10000646,384.592,2,0.2,-81.7258
9085,CA-2017-120061,2017-11-02,FUR-CH-10001973,155.372,2,0.3,-35.5136
9084,CA-2017-116358,2017-11-02,OFF-AR-10004685,27.78,6,0.0,9.1674
9083,CA-2017-116358,2017-11-02,OFF-FA-10002780,18.24,3,0.0,9.12
9082,US-2017-145597,2017-11-02,OFF-AR-10001958,54.336,4,0.2,5.4336
9081,CA-2017-127782,2017-11-02,FUR-FU-10001847,3.312,1,0.2,0.6624
9080,US-2017-163790,2017-11-02,OFF-FA-10004838,5.58,3,0.0,0.1674
9079,CA-2017-167227,2017-11-02,OFF-AP-10001962,83.9,10,0.0,20.975
9078,CA-2017-164049,2017-11-02,OFF-PA-10000791,23.85,5,0.0,10.7325
9077,CA-2017-104136,2017-11-01,OFF-PA-10004243,189.7,10,0.0,91.056
9076,CA-2017-104136,2017-11-01,OFF-PA-10001033,40.99,1,0.0,20.0851
9075,CA-2017-123967,2017-11-01,FUR-TA-10003954,2665.62,9,0.0,239.9058
9074,CA-2017-123967,2017-11-01,OFF-BI-10001308,25.12,5,0.2,7.85
9073,CA-2017-131632,2017-10-31,OFF-AR-10003651,5.248,2,0.2,0.5904
9072,CA-2017-117114,2017-10-31,TEC-PH-10004042,508.768,4,0.2,38.1576
9071,CA-2017-117114,2017-10-31,OFF-EN-10001137,9.912,3,0.2,3.2214
9070,CA-2017-152807,2017-10-30,OFF-ST-10002486,11.168,2,0.2,-2.5128
9069,CA-2017-152583,2017-10-30,FUR-TA-10002041,251.006,2,0.3,-68.1302
9068,CA-2017-142622,2017-10-30,FUR-CH-10003833,97.568,2,0.2,-6.098
9067,CA-2017-142622,2017-10-30,FUR-CH-10004289,614.272,8,0.2,-23.0352
9066,CA-2017-142622,2017-10-30,FUR-BO-10004467,199.98,2,0.0,37.9962
9065,CA-2017-127285,2017-10-30,OFF-BI-10004330,88.752,3,0.2,27.735
9064,CA-2017-127285,2017-10-30,OFF-BI-10002072,13.904,2,0.2,5.214
9063,CA-2017-139661,2017-10-30,FUR-FU-10002885,9.64,2,0.0,3.6632
9062,CA-2017-123491,2017-10-30,OFF-AR-10003514,19.9,5,0.0,6.567
9061,CA-2017-123491,2017-10-30,OFF-LA-10003077,43.86,6,0.0,20.6142
9060,CA-2017-152807,2017-10-30,TEC-AC-10001142,442.4,7,0.2,-55.3
9059,CA-2017-155292,2017-10-30,OFF-ST-10004963,105.98,7,0.0,4.2392
9058,CA-2017-152807,2017-10-30,OFF-PA-10004355,20.736,4,0.2,7.2576
9057,CA-2017-123491,2017-10-30,OFF-AP-10002684,1702.12,14,0.0,510.636
9056,CA-2017-152583,2017-10-30,FUR-FU-10003849,16.192,2,0.6,-8.5008
9055,CA-2017-155292,2017-10-30,OFF-LA-10001982,30.0,8,0.0,14.4
9054,CA-2017-123491,2017-10-30,FUR-CH-10003061,71.992,1,0.2,-0.8999
9053,CA-2017-152583,2017-10-30,OFF-ST-10002214,54.192,6,0.2,4.0644
9052,CA-2017-152807,2017-10-30,FUR-FU-10004415,7.168,2,0.2,0.9856
9051,CA-2017-155292,2017-10-30,OFF-SU-10002573,35.06,2,0.0,10.518
9050,CA-2017-123491,2017-10-30,OFF-PA-10003424,7.42,2,0.0,3.71
9049,CA-2017-123491,2017-10-30,TEC-PH-10003505,148.48,2,0.2,16.704
9048,CA-2017-155292,2017-10-30,FUR-CH-10000553,33.94,1,0.0,9.1638
9047,CA-2017-160983,2017-10-29,OFF-PA-10002250,46.96,8,0.0,22.5408
9046,CA-2017-118367,2017-10-28,OFF-EN-10004386,47.98,2,0.0,23.99
9045,CA-2017-111262,2017-10-28,TEC-AC-10004510,26.176,2,0.2,-3.272
9044,CA-2017-139353,2017-10-28,OFF-ST-10001522,147.184,2,0.2,-29.4368
9043,CA-2017-111262,2017-10-28,TEC-AC-10002167,24.0,2,0.2,-2.7
9042,CA-2017-139353,2017-10-28,OFF-PA-10000300,47.952,3,0.2,16.1838
9041,CA-2017-160661,2017-10-28,OFF-LA-10002475,21.93,3,0.0,10.3071
9040,CA-2017-139353,2017-10-28,FUR-FU-10001876,77.952,3,0.2,15.5904
9039,CA-2017-111262,2017-10-28,OFF-PA-10001937,15.552,3,0.2,5.4432
9038,CA-2017-110310,2017-10-27,OFF-PA-10000249,56.784,7,0.2,20.5842
9037,CA-2017-110373,2017-10-27,OFF-AR-10003045,7.056,3,0.2,2.205
9036,CA-2017-134880,2017-10-27,OFF-PA-10004039,44.784,1,0.2,16.2342
9035,CA-2017-127922,2017-10-27,OFF-PA-10001204,8.448,2,0.2,2.64
9034,CA-2017-127922,2017-10-27,OFF-EN-10003068,15.84,2,0.2,5.544
9033,CA-2017-130764,2017-10-27,TEC-PH-10003215,95.84,4,0.2,34.742
9032,CA-2017-130764,2017-10-27,FUR-BO-10003034,556.665,5,0.15,6.549
9031,CA-2017-110373,2017-10-27,TEC-PH-10001536,27.184,2,0.2,2.0388
9030,CA-2017-110310,2017-10-27,OFF-AR-10001662,6.576,3,0.2,0.5754
9029,CA-2017-110310,2017-10-27,OFF-BI-10001097,5.607,3,0.7,-3.9249
9028,CA-2017-151225,2017-10-27,FUR-TA-10001539,189.576,1,0.2,9.4788
9027,CA-2017-151225,2017-10-27,TEC-PH-10004100,71.96,5,0.2,7.196
9026,CA-2017-102729,2017-10-26,OFF-ST-10000464,55.616,2,0.2,5.5616
9025,CA-2017-155558,2017-10-26,OFF-LA-10000134,6.16,2,0.0,2.9568
9024,CA-2017-115119,2017-10-26,TEC-PH-10001433,61.542,1,0.4,-13.3341
9023,US-2017-110646,2017-10-26,OFF-BI-10004330,33.282,3,0.7,-27.735
9022,CA-2017-162173,2017-10-26,OFF-EN-10002831,251.58,7,0.0,113.211
9021,US-2017-110646,2017-10-26,TEC-PH-10002807,118.65,5,0.4,19.775
9020,US-2017-110646,2017-10-26,OFF-LA-10001404,14.76,5,0.2,4.9815
9019,CA-2017-162173,2017-10-26,FUR-TA-10001520,356.85,5,0.0,60.6645
9018,CA-2017-115119,2017-10-26,OFF-BI-10003007,81.438,7,0.7,-65.1504
9017,CA-2017-155558,2017-10-26,TEC-AC-10001998,19.99,1,0.0,6.7966
9016,CA-2017-141705,2017-10-24,FUR-TA-10004607,517.405,5,0.3,-81.3065
9015,CA-2017-144365,2017-10-24,OFF-FA-10002780,11.68,4,0.0,5.256
9014,CA-2017-106068,2017-10-23,OFF-BI-10000962,9.762,3,0.8,-15.1311
9013,CA-2017-125451,2017-10-23,FUR-FU-10004963,35.0,4,0.0,14.7
9012,CA-2017-125451,2017-10-23,FUR-TA-10004915,637.896,3,0.3,-127.5792
9011,CA-2017-106068,2017-10-23,OFF-ST-10004507,13.72,1,0.2,1.2005
9010,CA-2017-125451,2017-10-23,FUR-TA-10004086,240.744,4,0.3,-13.7568
9009,CA-2017-125451,2017-10-23,OFF-PA-10003724,43.44,8,0.0,21.2856
9008,CA-2017-125451,2017-10-23,OFF-AP-10002906,2.22,1,0.0,0.666
9007,CA-2017-106068,2017-10-23,TEC-AC-10002942,55.2,1,0.2,-2.07
9006,CA-2017-125451,2017-10-23,FUR-FU-10000277,210.68,2,0.0,50.5632
9005,CA-2017-139913,2017-10-23,TEC-PH-10001552,35.88,3,0.0,10.0464
9004,CA-2017-106068,2017-10-23,OFF-ST-10002344,259.136,4,0.2,-58.3056
9003,CA-2017-139913,2017-10-23,FUR-FU-10000771,69.08,11,0.0,29.0136
9002,US-2017-105389,2017-10-23,OFF-AR-10000634,10.272,3,0.2,0.8988
9001,US-2017-105389,2017-10-23,TEC-PH-10002824,823.96,5,0.2,51.4975
9000,US-2017-105389,2017-10-23,OFF-BI-10001922,3.564,3,0.8,-6.237
8999,CA-2017-139913,2017-10-23,OFF-PA-10003739,11.56,2,0.0,5.6644
8998,CA-2017-117079,2017-10-23,TEC-PH-10004586,863.88,3,0.2,107.985
8997,CA-2017-139913,2017-10-23,OFF-PA-10002479,26.4,5,0.0,11.88
8996,CA-2017-156363,2017-10-22,OFF-EN-10003068,31.68,4,0.2,11.088
8995,CA-2017-130211,2017-10-22,FUR-TA-10003748,248.98,2,0.0,54.7756
8994,CA-2017-127180,2017-10-22,TEC-CO-10004722,11199.968,4,0.2,3919.9888
8993,CA-2017-156363,2017-10-22,TEC-PH-10003988,32.7,5,0.4,-6.54
8992,CA-2017-130211,2017-10-22,OFF-ST-10000129,333.09,3,0.0,23.3163
8991,US-2017-111920,2017-10-22,OFF-AR-10003179,36.44,4,0.0,12.0252
8990,CA-2017-127180,2017-10-22,OFF-EN-10002500,63.9,5,0.0,28.755
8989,CA-2017-101581,2017-10-22,FUR-TA-10002607,177.225,5,0.5,-120.513
8988,CA-2017-130141,2017-10-22,OFF-BI-10000831,3.168,4,0.7,-2.5344
8987,CA-2017-130141,2017-10-22,FUR-CH-10000749,579.136,4,0.2,-28.9568
8986,CA-2017-127180,2017-10-22,TEC-PH-10003800,52.99,1,0.0,0.5299
8985,CA-2017-127180,2017-10-22,TEC-PH-10001494,2399.6,8,0.0,647.892
8984,CA-2017-154410,2017-10-21,OFF-ST-10002743,909.12,8,0.0,9.0912
8983,CA-2017-113453,2017-10-21,OFF-ST-10000352,71.376,3,0.2,-4.461
8982,CA-2017-117422,2017-10-21,OFF-PA-10002195,4.064,1,0.2,1.3716
8981,CA-2017-167094,2017-10-21,TEC-AC-10003116,28.4,2,0.2,6.745
8980,CA-2017-142125,2017-10-21,OFF-BI-10003460,21.9,5,0.0,10.512
8979,CA-2017-167094,2017-10-21,OFF-PA-10003953,5.184,1,0.2,1.8144
8978,CA-2017-113453,2017-10-21,TEC-PH-10004165,329.988,2,0.4,-76.9972
8977,CA-2017-117422,2017-10-21,OFF-AP-10000938,161.568,2,0.2,16.1568
8976,CA-2017-145884,2017-10-21,FUR-TA-10002356,262.11,1,0.0,62.9064
8975,CA-2017-145884,2017-10-21,TEC-PH-10000895,1439.92,8,0.0,374.3792
8974,CA-2017-142125,2017-10-21,OFF-BI-10000301,38.82,6,0.0,19.41
8973,CA-2017-113558,2017-10-21,FUR-FU-10001756,45.696,3,0.2,5.1408
8972,CA-2017-117422,2017-10-21,OFF-BI-10002799,6.216,4,0.7,-4.9728
8971,CA-2017-100356,2017-10-21,OFF-AP-10002191,23.992,2,0.8,-62.3792
8970,CA-2017-148166,2017-10-21,OFF-AR-10004956,17.856,4,0.2,2.0088
8969,CA-2017-167094,2017-10-21,FUR-CH-10000155,478.48,2,0.2,47.848
8968,US-2017-117331,2017-10-21,OFF-BI-10003984,8.559,1,0.7,-6.5619
8967,CA-2017-113558,2017-10-21,FUR-CH-10003379,683.952,3,0.2,42.747
8966,US-2017-146416,2017-10-20,OFF-LA-10003714,3.75,1,0.0,1.8
8965,CA-2017-158743,2017-10-20,OFF-AR-10002257,13.36,4,0.0,4.1416
8964,CA-2017-103065,2017-10-20,OFF-PA-10000380,6.672,1,0.2,2.502
8963,US-2017-115252,2017-10-20,OFF-PA-10001667,14.352,3,0.2,4.485
